ID,Name,MJD,W1mag,W1mag err,W1flux,W1flux err,W2,W2 sig,W2flux,W2flux err
169,19.612-0.134,58007.9 ,9.989 ,0.042 ,31.219 ,1.314 ,8.988 ,0.031 ,43.620 ,1.360 
169,19.612-0.134,58204.5 ,10.064 ,0.043 ,29.142 ,1.258 ,8.991 ,0.030 ,43.520 ,1.302 
169,19.612-0.134,58368.6 ,10.093 ,0.049 ,28.369 ,1.399 ,9.041 ,0.032 ,41.552 ,1.338 
169,19.612-0.134,58570.1 ,10.087 ,0.046 ,28.518 ,1.301 ,9.016 ,0.031 ,42.521 ,1.310 
169,19.612-0.134,58733.9 ,10.110 ,0.048 ,27.932 ,1.350 ,9.001 ,0.029 ,43.111 ,1.231 
169,19.612-0.134,58935.7 ,10.087 ,0.046 ,28.531 ,1.304 ,9.001 ,0.030 ,43.127 ,1.277 
169,19.612-0.134,59099.8 ,10.035 ,0.042 ,29.923 ,1.263 ,8.963 ,0.029 ,44.643 ,1.304 
169,19.612-0.134,59300.6 ,10.094 ,0.045 ,28.335 ,1.270 ,9.019 ,0.031 ,42.393 ,1.318 
169,19.612-0.134,59464.6 ,10.076 ,0.042 ,28.809 ,1.206 ,8.982 ,0.031 ,43.869 ,1.340 
170,19.614+0.011,56746.9 ,12.515 ,0.106 ,3.048 ,0.324 ,10.823 ,0.046 ,8.049 ,0.372 
170,19.614+0.011,56927.2 ,12.770 ,0.197 ,2.409 ,0.475 ,10.627 ,0.046 ,9.647 ,0.447 
170,19.614+0.011,57108.9 ,12.551 ,0.151 ,2.947 ,0.446 ,10.643 ,0.037 ,9.506 ,0.354 
170,19.614+0.011,57287.0 ,12.586 ,0.180 ,2.854 ,0.513 ,10.670 ,0.046 ,9.266 ,0.429 
170,19.614+0.011,57473.6 ,12.714 ,0.160 ,2.537 ,0.405 ,10.746 ,0.042 ,8.645 ,0.360 
170,19.614+0.011,57647.3 ,12.884 ,0.197 ,2.170 ,0.428 ,10.731 ,0.040 ,8.766 ,0.352 
170,19.614+0.011,57840.2 ,12.670 ,0.142 ,2.641 ,0.374 ,10.704 ,0.035 ,8.986 ,0.314 
170,19.614+0.011,58007.8 ,12.996 ,0.202 ,1.958 ,0.396 ,10.788 ,0.052 ,8.314 ,0.429 
170,19.614+0.011,58204.3 ,12.688 ,0.132 ,2.600 ,0.342 ,10.786 ,0.040 ,8.329 ,0.333 
170,19.614+0.011,58368.3 ,12.554 ,0.098 ,2.941 ,0.287 ,10.776 ,0.043 ,8.409 ,0.359 
170,19.614+0.011,58570.1 ,12.987 ,0.182 ,1.974 ,0.359 ,10.828 ,0.041 ,8.016 ,0.332 
170,19.614+0.011,58734.1 ,12.774 ,0.183 ,2.402 ,0.440 ,10.788 ,0.048 ,8.315 ,0.398 
170,19.614+0.011,58935.7 ,12.784 ,0.101 ,2.379 ,0.241 ,10.845 ,0.046 ,7.889 ,0.364 
170,19.614+0.011,59099.6 ,12.834 ,0.166 ,2.273 ,0.378 ,10.810 ,0.052 ,8.144 ,0.420 
170,19.614+0.011,59299.9 ,12.586 ,0.122 ,2.855 ,0.347 ,10.791 ,0.041 ,8.290 ,0.338 
170,19.614+0.011,59464.5 ,12.415 ,0.118 ,3.342 ,0.393 ,10.777 ,0.041 ,8.401 ,0.344 
171,19.667+0.114,56746.9 ,10.960 ,0.044 ,12.763 ,0.562 ,10.031 ,0.036 ,16.692 ,0.596 
171,19.667+0.114,56926.9 ,10.961 ,0.037 ,12.750 ,0.466 ,10.058 ,0.035 ,16.291 ,0.576 
171,19.667+0.114,57108.8 ,10.960 ,0.048 ,12.759 ,0.612 ,10.084 ,0.033 ,15.900 ,0.531 
171,19.667+0.114,57286.8 ,10.981 ,0.047 ,12.515 ,0.583 ,10.149 ,0.033 ,14.978 ,0.489 
171,19.667+0.114,57473.5 ,10.982 ,0.045 ,12.504 ,0.564 ,10.124 ,0.039 ,15.326 ,0.591 
171,19.667+0.114,57647.3 ,11.006 ,0.051 ,12.237 ,0.621 ,10.090 ,0.028 ,15.811 ,0.440 
171,19.667+0.114,57840.1 ,11.029 ,0.074 ,11.973 ,0.890 ,10.076 ,0.029 ,16.019 ,0.461 
171,19.667+0.114,58007.8 ,10.966 ,0.043 ,12.687 ,0.544 ,10.074 ,0.031 ,16.045 ,0.504 
171,19.667+0.114,58204.3 ,11.000 ,0.055 ,12.300 ,0.673 ,10.113 ,0.033 ,15.480 ,0.510 
171,19.667+0.114,58368.3 ,10.952 ,0.044 ,12.854 ,0.560 ,10.151 ,0.032 ,14.953 ,0.484 
171,19.667+0.114,58569.9 ,10.992 ,0.041 ,12.398 ,0.505 ,10.116 ,0.034 ,15.432 ,0.517 
171,19.667+0.114,58733.8 ,11.026 ,0.051 ,12.016 ,0.616 ,10.050 ,0.027 ,16.406 ,0.439 
171,19.667+0.114,58935.6 ,11.046 ,0.050 ,11.787 ,0.587 ,10.068 ,0.037 ,16.136 ,0.593 
171,19.667+0.114,59099.6 ,11.019 ,0.044 ,12.094 ,0.529 ,10.125 ,0.034 ,15.315 ,0.526 
171,19.667+0.114,59299.8 ,11.010 ,0.056 ,12.194 ,0.682 ,10.148 ,0.039 ,14.983 ,0.578 
171,19.667+0.114,59464.4 ,11.016 ,0.041 ,12.126 ,0.497 ,10.098 ,0.029 ,15.697 ,0.459 
173,19.755-0.128,56747.1 ,9.049 ,0.018 ,74.179 ,1.298 ,6.937 ,0.012 ,288.503 ,3.375 
173,19.755-0.128,56927.2 ,9.006 ,0.016 ,77.177 ,1.263 ,6.910 ,0.012 ,295.869 ,3.631 
173,19.755-0.128,57109.0 ,9.047 ,0.018 ,74.298 ,1.351 ,6.913 ,0.012 ,294.954 ,3.647 
173,19.755-0.128,57287.2 ,9.013 ,0.018 ,76.708 ,1.365 ,6.911 ,0.013 ,295.477 ,3.841 
173,19.755-0.128,57473.3 ,8.997 ,0.018 ,77.803 ,1.385 ,6.875 ,0.012 ,305.542 ,3.544 
173,19.755-0.128,57647.6 ,9.034 ,0.019 ,75.219 ,1.398 ,6.899 ,0.012 ,298.898 ,3.662 
173,19.755-0.128,57840.3 ,9.025 ,0.018 ,75.856 ,1.342 ,6.895 ,0.013 ,299.931 ,3.807 
173,19.755-0.128,58008.0 ,9.030 ,0.018 ,75.477 ,1.324 ,6.928 ,0.013 ,291.004 ,3.730 
173,19.755-0.128,58204.5 ,9.050 ,0.019 ,74.124 ,1.397 ,6.944 ,0.013 ,286.797 ,3.618 
173,19.755-0.128,58368.5 ,9.012 ,0.017 ,76.750 ,1.289 ,6.869 ,0.012 ,307.320 ,3.811 
173,19.755-0.128,58570.1 ,9.005 ,0.018 ,77.270 ,1.374 ,6.909 ,0.013 ,296.067 ,3.797 
173,19.755-0.128,58734.2 ,9.003 ,0.018 ,77.373 ,1.360 ,6.954 ,0.013 ,284.017 ,3.725 
173,19.755-0.128,58935.8 ,9.022 ,0.018 ,76.049 ,1.331 ,6.957 ,0.013 ,283.350 ,3.660 
173,19.755-0.128,59099.8 ,9.008 ,0.018 ,77.020 ,1.357 ,6.946 ,0.012 ,286.269 ,3.501 
173,19.755-0.128,59300.7 ,9.012 ,0.018 ,76.746 ,1.356 ,6.888 ,0.013 ,301.826 ,3.773 
173,19.755-0.128,59464.6 ,9.027 ,0.017 ,75.706 ,1.314 ,6.916 ,0.013 ,294.261 ,3.783 
177,20.239+0.065,56747.2 ,10.377 ,0.037 ,21.841 ,0.807 ,6.631 ,0.013 ,382.370 ,5.047 
177,20.239+0.065,56927.2 ,10.313 ,0.034 ,23.161 ,0.792 ,6.597 ,0.013 ,394.533 ,5.287 
177,20.239+0.065,57109.1 ,10.330 ,0.038 ,22.811 ,0.856 ,6.597 ,0.013 ,394.630 ,5.058 
177,20.239+0.065,57287.2 ,10.377 ,0.037 ,21.828 ,0.801 ,6.668 ,0.014 ,369.820 ,5.064 
177,20.239+0.065,57473.8 ,10.425 ,0.039 ,20.897 ,0.806 ,6.676 ,0.013 ,367.105 ,4.864 
177,20.239+0.065,57647.6 ,10.441 ,0.036 ,20.585 ,0.732 ,6.706 ,0.013 ,356.966 ,4.641 
177,20.239+0.065,57840.4 ,10.442 ,0.035 ,20.559 ,0.728 ,6.701 ,0.013 ,358.721 ,4.693 
177,20.239+0.065,58008.1 ,10.383 ,0.034 ,21.715 ,0.740 ,6.716 ,0.013 ,353.664 ,4.516 
177,20.239+0.065,58204.6 ,10.472 ,0.038 ,20.013 ,0.768 ,6.663 ,0.014 ,371.480 ,5.167 
177,20.239+0.065,58368.6 ,10.443 ,0.035 ,20.549 ,0.719 ,6.751 ,0.013 ,342.473 ,4.546 
177,20.239+0.065,58570.0 ,10.495 ,0.038 ,19.587 ,0.736 ,6.692 ,0.013 ,361.582 ,4.744 
177,20.239+0.065,58734.2 ,10.509 ,0.038 ,19.336 ,0.737 ,6.759 ,0.013 ,340.059 ,4.421 
177,20.239+0.065,58935.9 ,10.543 ,0.039 ,18.745 ,0.737 ,6.762 ,0.013 ,338.873 ,4.457 
177,20.239+0.065,59099.9 ,10.512 ,0.037 ,19.290 ,0.706 ,6.749 ,0.013 ,343.003 ,4.459 
177,20.239+0.065,59300.8 ,10.588 ,0.040 ,17.977 ,0.716 ,6.787 ,0.012 ,331.200 ,4.057 
177,20.239+0.065,59464.8 ,10.579 ,0.039 ,18.130 ,0.704 ,6.839 ,0.013 ,315.905 ,4.080 
180,20.926-0.050,56747.6 ,10.777 ,0.045 ,15.110 ,0.684 ,7.154 ,0.012 ,236.260 ,2.900 
180,20.926-0.050,56927.2 ,10.970 ,0.047 ,12.641 ,0.590 ,7.364 ,0.013 ,194.776 ,2.479 
180,20.926-0.050,57109.5 ,11.088 ,0.052 ,11.344 ,0.592 ,7.522 ,0.014 ,168.271 ,2.295 
180,20.926-0.050,57287.7 ,10.983 ,0.049 ,12.496 ,0.612 ,7.434 ,0.014 ,182.546 ,2.477 
180,20.926-0.050,57474.1 ,10.938 ,0.044 ,13.020 ,0.570 ,7.412 ,0.013 ,186.267 ,2.459 
180,20.926-0.050,57648.0 ,10.482 ,0.033 ,19.829 ,0.659 ,6.813 ,0.013 ,323.388 ,4.258 
180,20.926-0.050,57840.9 ,10.375 ,0.032 ,21.884 ,0.709 ,6.631 ,0.015 ,382.611 ,5.803 
180,20.926-0.050,58008.6 ,10.701 ,0.037 ,16.206 ,0.592 ,7.089 ,0.013 ,250.890 ,3.319 
180,20.926-0.050,58205.0 ,10.876 ,0.044 ,13.790 ,0.607 ,7.279 ,0.013 ,210.638 ,2.815 
180,20.926-0.050,58369.0 ,10.794 ,0.042 ,14.866 ,0.618 ,7.246 ,0.013 ,216.982 ,2.911 
180,20.926-0.050,58570.8 ,10.938 ,0.045 ,13.025 ,0.590 ,7.391 ,0.013 ,189.908 ,2.492 
180,20.926-0.050,58734.5 ,10.721 ,0.036 ,15.912 ,0.565 ,7.186 ,0.013 ,229.363 ,3.001 
180,20.926-0.050,58936.3 ,10.504 ,0.034 ,19.431 ,0.654 ,6.767 ,0.013 ,337.332 ,4.273 
180,20.926-0.050,59100.3 ,10.231 ,0.028 ,24.984 ,0.695 ,6.542 ,0.013 ,415.008 ,5.430 
180,20.926-0.050,59301.2 ,10.358 ,0.028 ,22.219 ,0.622 ,6.597 ,0.013 ,394.795 ,5.276 
180,20.926-0.050,59465.1 ,10.502 ,0.033 ,19.455 ,0.650 ,6.897 ,0.013 ,299.358 ,3.984 
182,21.023-0.063,56747.7 ,13.827 ,0.279 ,0.910 ,0.254 ,9.207 ,0.018 ,35.668 ,0.638 
182,21.023-0.063,56927.2 ,13.524 ,0.185 ,1.203 ,0.222 ,9.178 ,0.017 ,36.631 ,0.623 
182,21.023-0.063,57109.7 ,13.735 ,0.257 ,0.991 ,0.255 ,9.090 ,0.017 ,39.722 ,0.691 
182,21.023-0.063,57287.7 ,13.501 ,0.187 ,1.229 ,0.230 ,8.984 ,0.017 ,43.772 ,0.744 
182,21.023-0.063,57474.4 ,13.448 ,0.185 ,1.291 ,0.239 ,9.054 ,0.016 ,41.045 ,0.661 
182,21.023-0.063,57648.2 ,13.019 ,0.115 ,1.916 ,0.220 ,8.917 ,0.016 ,46.598 ,0.746 
182,21.023-0.063,57840.9 ,13.346 ,0.174 ,1.417 ,0.246 ,8.898 ,0.016 ,47.385 ,0.741 
182,21.023-0.063,58008.5 ,13.039 ,0.126 ,1.881 ,0.237 ,8.967 ,0.015 ,44.493 ,0.673 
182,21.023-0.063,58205.0 ,13.738 ,0.167 ,0.988 ,0.165 ,9.148 ,0.016 ,37.648 ,0.598 
182,21.023-0.063,58369.0 ,13.510 ,0.201 ,1.219 ,0.245 ,9.143 ,0.016 ,37.839 ,0.596 
182,21.023-0.063,58570.5 ,13.552 ,0.175 ,1.173 ,0.205 ,9.279 ,0.017 ,33.371 ,0.583 
182,21.023-0.063,58734.3 ,13.676 ,0.205 ,1.046 ,0.214 ,9.325 ,0.020 ,31.978 ,0.640 
182,21.023-0.063,58936.3 ,13.788 ,0.279 ,0.944 ,0.263 ,9.251 ,0.017 ,34.239 ,0.571 
182,21.023-0.063,59100.3 ,13.627 ,0.134 ,1.094 ,0.147 ,9.127 ,0.016 ,38.396 ,0.629 
182,21.023-0.063,59300.6 ,13.836 ,0.190 ,0.903 ,0.172 ,9.148 ,0.016 ,37.652 ,0.593 
182,21.023-0.063,59465.1 ,13.260 ,0.125 ,1.535 ,0.192 ,9.057 ,0.016 ,40.947 ,0.661 
183,21.407-0.254,56748.0 ,11.889 ,0.065 ,5.422 ,0.351 ,10.507 ,0.039 ,10.768 ,0.420 
183,21.407-0.254,56927.7 ,11.961 ,0.058 ,5.078 ,0.294 ,10.494 ,0.038 ,10.898 ,0.410 
183,21.407-0.254,57109.9 ,12.015 ,0.068 ,4.828 ,0.326 ,10.506 ,0.033 ,10.782 ,0.357 
183,21.407-0.254,57288.7 ,12.058 ,0.061 ,4.643 ,0.284 ,10.524 ,0.027 ,10.606 ,0.291 
183,21.407-0.254,57474.1 ,12.057 ,0.051 ,4.647 ,0.237 ,10.545 ,0.024 ,10.398 ,0.250 
183,21.407-0.254,57648.4 ,12.042 ,0.048 ,4.710 ,0.227 ,10.516 ,0.030 ,10.682 ,0.319 
183,21.407-0.254,57841.3 ,12.124 ,0.095 ,4.370 ,0.413 ,10.469 ,0.030 ,11.150 ,0.337 
183,21.407-0.254,58008.9 ,12.223 ,0.054 ,3.987 ,0.215 ,10.500 ,0.029 ,10.836 ,0.313 
183,21.407-0.254,58205.4 ,12.070 ,0.057 ,4.593 ,0.262 ,10.499 ,0.028 ,10.850 ,0.300 
183,21.407-0.254,58369.4 ,12.008 ,0.046 ,4.862 ,0.221 ,10.564 ,0.030 ,10.215 ,0.306 
183,21.407-0.254,58571.1 ,12.087 ,0.052 ,4.520 ,0.233 ,10.556 ,0.031 ,10.297 ,0.322 
183,21.407-0.254,58735.3 ,12.148 ,0.051 ,4.272 ,0.219 ,10.634 ,0.033 ,9.580 ,0.318 
183,21.407-0.254,58936.7 ,12.100 ,0.051 ,4.465 ,0.226 ,10.585 ,0.029 ,10.027 ,0.287 
183,21.407-0.254,59100.7 ,12.114 ,0.042 ,4.411 ,0.183 ,10.597 ,0.030 ,9.912 ,0.294 
183,21.407-0.254,59301.6 ,12.007 ,0.056 ,4.864 ,0.272 ,10.583 ,0.032 ,10.043 ,0.325 
183,21.407-0.254,59465.6 ,12.127 ,0.045 ,4.357 ,0.194 ,10.564 ,0.031 ,10.221 ,0.313 
184,21.562-0.033,56747.7 ,5.274 ,0.067 ,2401.920 ,159.728 ,2.649 ,0.010 ,14975.809 ,142.270 
184,21.562-0.033,56928.4 ,5.459 ,0.059 ,2025.001 ,120.150 ,3.528 ,0.057 ,6665.872 ,378.844 
184,21.562-0.033,57109.8 ,5.600 ,0.045 ,1778.109 ,80.015 ,2.789 ,0.030 ,13170.137 ,391.812 
184,21.562-0.033,57287.4 ,6.080 ,0.076 ,1142.318 ,86.327 ,3.502 ,0.101 ,6823.683 ,688.217 
184,21.562-0.033,57841.0 ,5.105 ,0.084 ,2806.027 ,236.642 ,3.899 ,0.101 ,4734.313 ,476.588 
184,21.562-0.033,58009.1 ,4.605 ,0.054 ,4447.253 ,238.669 ,1.854 ,0.011 ,31154.704 ,332.317 
184,21.562-0.033,58369.5 ,4.113 ,0.059 ,6997.751 ,409.368 ,2.004 ,0.015 ,27138.778 ,393.512 
184,21.562-0.033,58570.9 ,4.273 ,0.061 ,6034.276 ,370.773 ,2.431 ,0.027 ,18300.247 ,488.007 
184,21.562-0.033,58734.8 ,4.714 ,0.046 ,4022.461 ,185.033 ,2.030 ,0.019 ,26476.280 ,505.991 
184,21.562-0.033,58936.6 ,4.249 ,0.088 ,6168.516 ,540.088 ,2.546 ,0.024 ,16469.453 ,400.757 
184,21.562-0.033,59100.6 ,4.903 ,0.053 ,3378.769 ,179.638 ,1.609 ,0.014 ,39035.250 ,559.505 
184,21.562-0.033,59300.7 ,4.109 ,0.065 ,7018.190 ,454.623 ,2.055 ,0.012 ,25873.606 ,304.734 
192,23.010-0.410,56748.9 ,11.453 ,0.057 ,8.104 ,0.460 ,7.013 ,0.013 ,268.933 ,3.447 
192,23.010-0.410,56928.8 ,11.472 ,0.073 ,7.963 ,0.585 ,7.023 ,0.013 ,266.496 ,3.509 
192,23.010-0.410,57110.8 ,11.634 ,0.095 ,6.858 ,0.651 ,7.053 ,0.014 ,259.293 ,3.559 
192,23.010-0.410,57290.4 ,11.589 ,0.109 ,7.152 ,0.777 ,7.076 ,0.015 ,253.799 ,3.701 
192,23.010-0.410,57475.3 ,11.635 ,0.078 ,6.854 ,0.536 ,7.037 ,0.014 ,263.045 ,3.648 
192,23.010-0.410,57649.3 ,11.489 ,0.085 ,7.841 ,0.668 ,7.020 ,0.014 ,267.362 ,3.670 
192,23.010-0.410,57842.1 ,11.640 ,0.078 ,6.822 ,0.530 ,7.099 ,0.014 ,248.517 ,3.376 
192,23.010-0.410,58009.8 ,11.526 ,0.075 ,7.578 ,0.571 ,7.076 ,0.013 ,253.900 ,3.370 
192,23.010-0.410,58206.3 ,11.683 ,0.092 ,6.559 ,0.602 ,7.053 ,0.013 ,259.412 ,3.437 
192,23.010-0.410,58370.4 ,11.653 ,0.088 ,6.743 ,0.591 ,7.084 ,0.014 ,252.048 ,3.529 
192,23.010-0.410,58573.1 ,11.587 ,0.074 ,7.167 ,0.533 ,7.081 ,0.013 ,252.594 ,3.389 
192,23.010-0.410,58737.4 ,11.572 ,0.075 ,7.261 ,0.545 ,7.011 ,0.014 ,269.596 ,3.712 
192,23.010-0.410,58937.7 ,11.576 ,0.093 ,7.239 ,0.675 ,7.045 ,0.014 ,261.192 ,3.576 
192,23.010-0.410,59101.7 ,11.688 ,0.102 ,6.525 ,0.665 ,7.100 ,0.014 ,248.413 ,3.401 
192,23.010-0.410,59302.3 ,11.623 ,0.085 ,6.931 ,0.589 ,7.076 ,0.013 ,253.840 ,3.378 
192,23.010-0.410,59466.3 ,11.605 ,0.080 ,7.047 ,0.563 ,7.103 ,0.014 ,247.588 ,3.409 
197,23.389+0.185,56748.6 ,4.522 ,0.045 ,4799.085 ,214.359 ,1.143 ,0.023 ,59944.018 ,1372.052 
197,23.389+0.185,56928.6 ,4.363 ,0.064 ,5553.678 ,357.287 ,1.641 ,0.036 ,37911.247 ,1360.593 
197,23.389+0.185,57110.5 ,4.090 ,0.058 ,7143.340 ,411.252 ,1.285 ,0.021 ,52614.395 ,1104.902 
197,23.389+0.185,57290.2 ,4.319 ,0.065 ,5783.958 ,377.885 ,1.735 ,0.064 ,34747.505 ,2218.049 
197,23.389+0.185,57474.7 ,4.184 ,0.082 ,6550.427 ,537.135 ,1.137 ,0.030 ,60300.877 ,1815.726 
197,23.389+0.185,57649.0 ,3.909 ,0.074 ,8442.533 ,627.160 ,1.114 ,0.029 ,61589.203 ,1777.288 
197,23.389+0.185,57841.8 ,3.904 ,0.086 ,8475.800 ,731.744 ,1.291 ,0.036 ,52299.966 ,1859.554 
197,23.389+0.185,58009.5 ,3.776 ,0.065 ,9536.927 ,617.516 ,1.087 ,0.031 ,63130.655 ,1980.724 
197,23.389+0.185,58206.0 ,3.739 ,0.074 ,9871.848 ,733.478 ,0.982 ,0.039 ,69552.108 ,2740.353 
197,23.389+0.185,58369.9 ,4.202 ,0.065 ,6441.818 ,417.913 ,1.076 ,0.026 ,63795.537 ,1642.735 
197,23.389+0.185,58572.3 ,3.744 ,0.071 ,9829.609 ,695.718 ,0.848 ,0.056 ,78682.687 ,4371.260 
197,23.389+0.185,58736.4 ,3.968 ,0.074 ,7991.442 ,594.031 ,1.088 ,0.023 ,63078.184 ,1436.781 
197,23.389+0.185,58937.3 ,3.740 ,0.068 ,9861.852 ,670.606 ,1.108 ,0.025 ,61914.204 ,1554.734 
197,23.389+0.185,59101.3 ,3.837 ,0.097 ,9018.247 ,871.491 ,0.840 ,0.030 ,79235.092 ,2413.069 
197,23.389+0.185,59301.5 ,3.295 ,0.090 ,14857.936 ,1339.071 ,0.932 ,0.045 ,72835.029 ,3304.889 
197,23.389+0.185,59466.4 ,3.428 ,0.108 ,13143.423 ,1424.418 ,0.959 ,0.036 ,71013.398 ,2520.976 
201,23.657-0.127,56749.0 ,4.990 ,0.042 ,3117.634 ,130.941 ,1.967 ,0.014 ,28066.632 ,383.577 
201,23.657-0.127,56929.4 ,5.671 ,0.051 ,1665.937 ,84.130 ,3.129 ,0.037 ,9629.202 ,358.688 
201,23.657-0.127,57111.0 ,5.198 ,0.051 ,2575.482 ,130.706 ,2.247 ,0.013 ,21696.531 ,271.207 
201,23.657-0.127,57290.6 ,5.404 ,0.032 ,2129.569 ,67.791 ,2.214 ,0.017 ,22359.236 ,368.927 
201,23.657-0.127,57475.1 ,5.463 ,0.052 ,2016.548 ,105.617 ,2.699 ,0.032 ,14301.787 ,455.869 
201,23.657-0.127,57649.6 ,6.022 ,0.026 ,1205.476 ,30.941 ,2.533 ,0.016 ,16669.541 ,272.269 
201,23.657-0.127,57842.2 ,5.530 ,0.063 ,1897.398 ,119.536 ,2.989 ,0.053 ,10949.399 ,574.843 
201,23.657-0.127,58206.3 ,6.233 ,0.057 ,993.021 ,56.850 ,3.051 ,0.129 ,10346.425 ,1329.516 
201,23.657-0.127,58370.4 ,5.878 ,0.041 ,1376.444 ,56.434 ,2.848 ,0.085 ,12462.711 ,1060.715 
201,23.657-0.127,58573.4 ,5.308 ,0.060 ,2326.185 ,138.574 ,2.580 ,0.032 ,15954.236 ,515.094 
201,23.657-0.127,58737.3 ,5.718 ,0.027 ,1594.625 ,43.454 ,2.309 ,0.010 ,20487.563 ,199.754 
201,23.657-0.127,58937.6 ,5.833 ,0.038 ,1434.691 ,53.801 ,2.198 ,0.013 ,22687.691 ,283.596 
201,23.657-0.127,59101.8 ,6.006 ,0.044 ,1222.996 ,53.608 ,3.072 ,0.054 ,10146.672 ,551.303 
201,23.657-0.127,59301.9 ,6.133 ,0.070 ,1088.325 ,76.364 ,3.845 ,0.084 ,4977.260 ,415.601 
201,23.657-0.127,59467.1 ,4.843 ,0.044 ,3572.387 ,157.780 ,2.652 ,0.013 ,14939.072 ,196.698 
205,23.901+0.077,56748.9 ,10.398 ,0.034 ,21.424 ,0.734 ,8.426 ,0.018 ,73.219 ,1.331 
205,23.901+0.077,56928.9 ,10.353 ,0.040 ,22.326 ,0.902 ,8.203 ,0.021 ,89.919 ,1.854 
205,23.901+0.077,57110.8 ,10.202 ,0.032 ,25.646 ,0.828 ,8.032 ,0.015 ,105.286 ,1.531 
205,23.901+0.077,57290.4 ,10.311 ,0.034 ,23.196 ,0.787 ,8.153 ,0.016 ,94.150 ,1.485 
205,23.901+0.077,57475.4 ,10.696 ,0.042 ,16.275 ,0.678 ,8.392 ,0.018 ,75.561 ,1.360 
205,23.901+0.077,57649.3 ,10.834 ,0.054 ,14.331 ,0.773 ,8.641 ,0.017 ,60.069 ,1.049 
205,23.901+0.077,57842.2 ,10.940 ,0.066 ,12.998 ,0.857 ,8.597 ,0.020 ,62.560 ,1.228 
205,23.901+0.077,58009.9 ,10.456 ,0.039 ,20.299 ,0.796 ,8.326 ,0.017 ,80.248 ,1.395 
205,23.901+0.077,58206.3 ,10.414 ,0.035 ,21.096 ,0.733 ,8.261 ,0.017 ,85.197 ,1.477 
205,23.901+0.077,58370.4 ,10.553 ,0.034 ,18.560 ,0.638 ,8.260 ,0.017 ,85.322 ,1.482 
205,23.901+0.077,58573.2 ,10.763 ,0.049 ,15.308 ,0.751 ,8.498 ,0.018 ,68.530 ,1.249 
205,23.901+0.077,58737.5 ,11.244 ,0.065 ,9.826 ,0.640 ,8.681 ,0.017 ,57.883 ,1.010 
205,23.901+0.077,58937.6 ,10.881 ,0.065 ,13.730 ,0.891 ,8.517 ,0.018 ,67.353 ,1.207 
205,23.901+0.077,59101.7 ,10.723 ,0.043 ,15.878 ,0.683 ,8.292 ,0.016 ,82.803 ,1.347 
205,23.901+0.077,59302.3 ,10.627 ,0.043 ,17.351 ,0.749 ,8.355 ,0.017 ,78.128 ,1.292 
205,23.901+0.077,59466.4 ,10.705 ,0.050 ,16.149 ,0.803 ,8.414 ,0.017 ,74.021 ,1.289 
207,23.986-0.089,56749.2 ,10.423 ,0.032 ,20.936 ,0.679 ,8.521 ,0.017 ,67.051 ,1.152 
207,23.986-0.089,56929.0 ,10.352 ,0.035 ,22.354 ,0.790 ,8.463 ,0.017 ,70.750 ,1.185 
207,23.986-0.089,57111.0 ,10.362 ,0.036 ,22.145 ,0.787 ,8.493 ,0.016 ,68.803 ,1.101 
207,23.986-0.089,57290.6 ,10.403 ,0.037 ,21.310 ,0.792 ,8.465 ,0.016 ,70.600 ,1.146 
207,23.986-0.089,57475.5 ,10.353 ,0.030 ,22.327 ,0.677 ,8.493 ,0.016 ,68.832 ,1.119 
207,23.986-0.089,57649.5 ,10.351 ,0.033 ,22.356 ,0.727 ,8.479 ,0.017 ,69.709 ,1.202 
207,23.986-0.089,57842.3 ,10.368 ,0.032 ,22.026 ,0.703 ,8.419 ,0.016 ,73.675 ,1.145 
207,23.986-0.089,58010.0 ,10.411 ,0.035 ,21.164 ,0.739 ,8.451 ,0.016 ,71.574 ,1.169 
207,23.986-0.089,58206.5 ,10.381 ,0.033 ,21.750 ,0.721 ,8.442 ,0.016 ,72.153 ,1.185 
207,23.986-0.089,58370.5 ,10.435 ,0.038 ,20.705 ,0.779 ,8.473 ,0.017 ,70.141 ,1.173 
207,23.986-0.089,58573.6 ,10.387 ,0.031 ,21.629 ,0.671 ,8.446 ,0.016 ,71.853 ,1.150 
207,23.986-0.089,58737.6 ,10.438 ,0.035 ,20.650 ,0.719 ,8.438 ,0.016 ,72.420 ,1.135 
207,23.986-0.089,58937.9 ,10.406 ,0.033 ,21.256 ,0.698 ,8.461 ,0.016 ,70.873 ,1.160 
207,23.986-0.089,59101.8 ,10.398 ,0.034 ,21.410 ,0.726 ,8.446 ,0.016 ,71.895 ,1.118 
207,23.986-0.089,59302.4 ,10.409 ,0.036 ,21.197 ,0.763 ,8.429 ,0.016 ,73.027 ,1.157 
209,24.148-0.009,56749.2 ,11.266 ,0.051 ,9.630 ,0.489 ,8.393 ,0.016 ,75.490 ,1.183 
209,24.148-0.009,56928.9 ,11.401 ,0.058 ,8.501 ,0.494 ,8.503 ,0.015 ,68.230 ,1.018 
209,24.148-0.009,57111.0 ,11.314 ,0.057 ,9.209 ,0.520 ,8.481 ,0.015 ,69.602 ,1.009 
209,24.148-0.009,57290.6 ,11.271 ,0.050 ,9.581 ,0.482 ,8.377 ,0.015 ,76.628 ,1.111 
209,24.148-0.009,57475.8 ,11.214 ,0.051 ,10.100 ,0.511 ,8.372 ,0.015 ,76.967 ,1.149 
